company_name,company_number,company_type,company_status,sic_codes,industry_sector,incorporation_date,company_age_years,postcode,region,accounts_type,officer_count,active_officer_count,director_count,secretary_count,filing_count,recent_filing_days,annual_accounts_count,has_charges,charge_count,psc_count,has_website,has_https,prospect_score,priority_tier,ml_probability,score_industry,score_company_age,score_company_size,score_geography,score_web_presence,reason_industry,reason_company_age,reason_company_size,reason_geography,reason_web_presence
Data Innovations,05049661,ltd,active,96020,Other Services,2017-02-07,9.0,BT4 6MA,Belfast,total-exemption-small,3,2,2,0,28,319,8,True,5,4,True,True,75.33,Hot,,40.0,100.0,93.33,50.0,100.0,Other Services: lift ratio 0.70x,Optimal age: 9.0 years (target: 7-29),Optimal officers: 3; Good filing history: 28; Has credit charges (established),Region: Belfast,Has website with HTTPS
Net UK,13007842,ltd,active,62020,Information & Communication,2018-08-23,7.4,EC1A 9SR,London,micro-entity,1,1,1,0,22,209,7,True,3,4,True,False,75.24,Hot,,54.17,100.0,90.0,46.74,78.74,Information & Communication: lift ratio 0.95x,Optimal age: 7.4 years (target: 7-29),Small team: 1 officers; Good filing history: 22; Has credit charges (established),Region: London,Has website
Core Consulting,14994050,ltd,active,45200,Wholesale & Retail,1998-07-10,27.6,L1 6WJ,Liverpool,small,9,6,3,0,90,196,27,False,0,2,False,False,75.18,Hot,,61.43,100.0,93.0,75.0,40.0,Wholesale & Retail: lift ratio 1.08x,Optimal age: 27.6 years (target: 7-29),Large org: 9 officers; Extensive history: 90 filings,Region: Liverpool (high-value area),No website detected
Taylor & Smith Marketing,02061726,ltd,active,53202,Transportation,2003-04-04,22.8,PL1 2JP,Plymouth,micro-entity,3,1,1,0,87,384,22,True,4,2,True,False,75.14,Hot,,50.0,100.0,93.33,50.0,78.74,Unknown industry,Optimal age: 22.8 years (target: 7-29),Optimal officers: 3; Good filing history: 87; Has credit charges (established),Region: Plymouth,Has website
Central Group,13198764,ltd,active,52290,Transportation,2011-01-27,15.0,SG1 4SK,East of England,medium,7,2,2,1,59,44,15,True,7,1,True,False,75.14,Hot,,50.0,100.0,93.33,50.0,78.74,Unknown industry,Optimal age: 15.0 years (target: 7-29),Optimal officers: 7; Good filing history: 59; Has credit charges (established),Region: East of England,Has website
WSJ Design,07180018,ltd,active,81100,Administrative Services,2020-11-22,5.2,BT5 6EG,Belfast,total-exemption-full,2,1,1,0,15,179,5,False,0,1,False,False,75.09,Hot,,69.64,91.0,100.0,50.0,40.0,Administrative Services: lift ratio 1.22x,Young company: 5.2 years,Optimal officers: 2; Good filing history: 15,Region: Belfast,No website detected
Quantum PLC,14348153,private-limited-guarant-nsc,active,70100,Professional Services,2021-09-13,4.4,PA1 3TW,Paisley,full,4,2,2,0,17,153,4,False,0,2,True,False,75.03,Hot,,52.73,87.0,100.0,50.0,78.74,Professional Services: lift ratio 0.92x,Young company: 4.4 years,Optimal officers: 4; Good filing history: 17,Region: Paisley,Has website
Walker & Wilson Partners,15701787,ltd,active,78109,Administrative Services,2016-05-14,9.7,G1 9CW,Glasgow,small,5,3,2,0,33,107,9,False,0,4,False,False,75.02,Hot,,69.64,100.0,100.0,31.25,40.0,Administrative Services: lift ratio 1.22x,Optimal age: 9.7 years (target: 7-29),Optimal officers: 5; Good filing history: 33,Region: Glasgow,No website detected
Thomas & Jones Associates,04260468,ltd,active,70100,Professional Services,2022-10-12,3.3,HU1 3RW,Hull,micro-entity,1,1,1,0,7,181,2,False,0,4,True,True,75.0,Warm,,52.73,81.5,91.5,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 3.3 years,Small team: 1 officers; Limited history: 7 filings,Region: Hull,Has website with HTTPS
East International,10377210,private-limited-guarant-nsc,active,18130,Manufacturing,2012-04-03,13.8,BT5 2RP,Belfast,micro-entity,1,1,1,1,59,314,13,False,0,3,False,False,74.95,Warm,,67.33,100.0,95.0,50.0,40.0,Manufacturing: lift ratio 1.18x,Optimal age: 13.8 years (target: 7-29),Small team: 1 officers; Good filing history: 59,Region: Belfast,No website detected
PTF Holdings,10850497,plc,active,43320,Construction,2011-05-05,14.8,SW1 6KK,London,total-exemption-full,10,3,2,0,37,266,12,False,0,3,True,True,74.87,Warm,,36.49,100.0,97.0,46.74,100.0,Construction: lift ratio 0.64x,Optimal age: 14.8 years (target: 7-29),Large org: 10 officers; Good filing history: 37,Region: London,Has website with HTTPS
KLZ Media,SC922209,ltd,active,73120,Professional Services,2023-12-06,2.2,N4 4KJ,London,total-exemption-full,5,1,1,0,7,227,2,False,0,4,True,True,74.82,Warm,,52.73,76.0,96.5,46.74,100.0,Professional Services: lift ratio 0.92x,Young company: 2.2 years,Optimal officers: 5; Limited history: 7 filings,Region: London,Has website with HTTPS
Roberts & Williams Development,11259738,ltd,active,66190,Finance,2021-08-22,4.5,CW1 2SV,Cheshire,micro-entity,2,1,1,1,7,97,2,True,8,2,True,True,74.8,Warm,,50.0,87.5,91.0,45.45,100.0,Unknown industry,Young company: 4.5 years,Optimal officers: 2; Limited history: 7 filings; Has credit charges (established),Region: Cheshire,Has website with HTTPS
Elite Associates,NI976566,ltd,active,82990,Administrative Services,2018-02-13,8.0,DY1 5EC,West Midlands,total-exemption-full,3,1,1,0,21,304,7,False,0,1,False,False,74.78,Warm,,69.64,100.0,100.0,28.85,40.0,Administrative Services: lift ratio 1.22x,Optimal age: 8.0 years (target: 7-29),Optimal officers: 3; Good filing history: 21,Region: West Midlands,No website detected
Crystal Limited,SC777737,ltd,active,70100,Professional Services,2008-04-23,17.8,LS1 5AY,Leeds,small,4,2,1,0,48,30,16,False,0,3,False,False,74.77,Warm,,52.73,100.0,100.0,79.55,40.0,Professional Services: lift ratio 0.92x,Optimal age: 17.8 years (target: 7-29),Optimal officers: 4; Good filing history: 48,Region: Leeds (high-value area),No website detected
Elite Design,11124624,ltd,active,62012,Information & Communication,2024-05-19,1.7,DG1 9JF,Dumfries,total-exemption-full,2,1,1,0,4,286,1,False,0,1,True,True,74.7,Warm,,54.17,73.5,95.0,50.0,100.0,Information & Communication: lift ratio 0.95x,Young company: 1.7 years,Optimal officers: 2; Limited history: 4 filings,Region: Dumfries,Has website with HTTPS
Red UK,09164971,ltd,active,74100,Professional Services,2024-02-25,1.9,FY1 8TX,Blackpool,total-exemption-full,3,2,1,0,5,335,1,False,0,2,True,True,74.6,Warm,,52.73,74.5,95.5,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 1.9 years,Optimal officers: 3; Limited history: 5 filings,Region: Blackpool,Has website with HTTPS
GYN Consulting,14057857,ltd,active,81210,Administrative Services,1993-01-13,33.1,BT1 6XK,Belfast,small,8,6,2,0,136,105,33,False,0,3,False,False,74.57,Warm,,69.64,95.9,94.0,50.0,40.0,Administrative Services: lift ratio 1.22x,Established: 33.1 years,Large org: 8 officers; Extensive history: 136 filings,Region: Belfast,No website detected
TFH Consulting,05005908,ltd,active,71111,Professional Services,2001-09-11,24.4,HP1 5UM,Buckinghamshire,total-exemption-small,3,1,1,0,54,353,18,True,4,3,False,False,74.53,Warm,,52.73,100.0,93.33,93.75,40.0,Professional Services: lift ratio 0.92x,Optimal age: 24.4 years (target: 7-29),Optimal officers: 3; Good filing history: 54; Has credit charges (established),Region: Buckinghamshire (high-value area),No website detected
Global & Co,14358129,ltd,active,43330,Construction,2020-08-19,5.5,TS1 2TF,Teesside,micro-entity,2,1,1,0,16,68,5,False,0,4,True,True,74.45,Warm,,36.49,92.5,100.0,50.0,100.0,Construction: lift ratio 0.64x,Young company: 5.5 years,Optimal officers: 2; Good filing history: 16,Region: Teesside,Has website with HTTPS
Jones & Brown Group,07982241,private-limited-guarant-nsc,active,70229,Professional Services,2023-08-22,2.5,BT5 5EX,Belfast,dormant,1,1,1,1,9,320,2,False,0,2,True,True,74.45,Warm,,52.73,77.5,92.5,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 2.5 years,Small team: 1 officers; Limited history: 9 filings,Region: Belfast,Has website with HTTPS
Instant Consulting,02119456,ltd,active,47990,Wholesale & Retail,2011-02-25,14.9,FK1 9SB,Falkirk,total-exemption-full,2,1,1,1,50,316,14,False,0,3,False,False,74.43,Warm,,61.43,100.0,100.0,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Optimal age: 14.9 years (target: 7-29),Optimal officers: 2; Good filing history: 50,Region: Falkirk,No website detected
ONX Engineering,15289375,ltd,active,45200,Wholesale & Retail,1999-04-09,26.8,TR1 2VB,Cornwall,micro-entity,1,1,1,0,97,135,26,False,0,1,False,False,74.43,Warm,,61.43,100.0,90.0,75.0,40.0,Wholesale & Retail: lift ratio 1.08x,Optimal age: 26.8 years (target: 7-29),Small team: 1 officers; Extensive history: 97 filings,Region: Cornwall (high-value area),No website detected
IKJ Properties,03191007,ltd,active,32990,Manufacturing,1994-06-15,31.6,DD1 7TJ,Dundee,total-exemption-small,2,1,1,0,105,299,31,False,0,4,False,False,74.43,Warm,,67.33,97.4,95.0,50.0,40.0,Manufacturing: lift ratio 1.18x,Established: 31.6 years,Optimal officers: 2; Extensive history: 105 filings,Region: Dundee,No website detected
Golden LLP,11477022,ltd,active,46410,Wholesale & Retail,2000-01-05,26.1,KY1 3EP,Fife,micro-entity,3,1,1,0,70,378,23,False,0,3,False,False,74.43,Warm,,61.43,100.0,100.0,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Optimal age: 26.1 years (target: 7-29),Optimal officers: 3; Good filing history: 70,Region: Fife,No website detected
Prime Services,NI419149,ltd,active,45111,Wholesale & Retail,2012-04-13,13.8,FY1 9DR,Blackpool,small,5,1,1,0,31,262,10,False,0,1,False,False,74.43,Warm,,61.43,100.0,100.0,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Optimal age: 13.8 years (target: 7-29),Optimal officers: 5; Good filing history: 31,Region: Blackpool,No website detected
Roberts & Thomas Engineering,11966851,ltd,active,47910,Wholesale & Retail,2005-03-28,20.9,DL1 8MB,Darlington,total-exemption-full,5,2,2,0,45,203,15,False,0,3,False,False,74.43,Warm,,61.43,100.0,100.0,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Optimal age: 20.9 years (target: 7-29),Optimal officers: 5; Good filing history: 45,Region: Darlington,No website detected
UXS Technologies,11729503,ltd,active,45200,Wholesale & Retail,2014-10-13,11.3,DN1 7KH,Doncaster,small,4,2,2,0,35,283,11,False,0,3,False,False,74.43,Warm,,61.43,100.0,100.0,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Optimal age: 11.3 years (target: 7-29),Optimal officers: 4; Good filing history: 35,Region: Doncaster,No website detected
DEK Management,15526643,ltd,active,47110,Wholesale & Retail,2017-01-07,9.1,EX1 1FS,Exeter,small,5,3,2,0,30,37,9,False,0,3,False,False,74.43,Warm,,61.43,100.0,100.0,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Optimal age: 9.1 years (target: 7-29),Optimal officers: 5; Good filing history: 30,Region: Exeter,No website detected
Elite Development,02503875,ltd,active,55100,Accommodation & Food,2018-06-24,7.6,SG1 7PM,East of England,total-exemption-full,2,1,1,0,24,342,7,False,0,1,False,False,74.41,Warm,,61.36,100.0,100.0,50.0,40.0,Accommodation & Food: lift ratio 1.07x,Optimal age: 7.6 years (target: 7-29),Optimal officers: 2; Good filing history: 24,Region: East of England,No website detected
Phoenix International,06106258,ltd,active,55100,Accommodation & Food,2014-12-29,11.1,BT2 6PS,Belfast,micro-entity,2,1,1,1,24,67,8,False,0,1,False,False,74.41,Warm,,61.36,100.0,100.0,50.0,40.0,Accommodation & Food: lift ratio 1.07x,Optimal age: 11.1 years (target: 7-29),Optimal officers: 2; Good filing history: 24,Region: Belfast,No website detected
BJQ Services,10477665,ltd,active,56102,Accommodation & Food,2010-05-01,15.8,DG1 8VD,Dumfries,small,4,2,2,0,58,86,15,False,0,3,False,False,74.41,Warm,,61.36,100.0,100.0,50.0,40.0,Accommodation & Food: lift ratio 1.07x,Optimal age: 15.8 years (target: 7-29),Optimal officers: 4; Good filing history: 58,Region: Dumfries,No website detected
SCE Properties,08549319,ltd,active,56101,Accommodation & Food,2017-02-18,9.0,LD1 3MT,Wales,total-exemption-full,5,3,3,1,31,248,8,False,0,3,False,False,74.41,Warm,,61.36,100.0,100.0,50.0,40.0,Accommodation & Food: lift ratio 1.07x,Optimal age: 9.0 years (target: 7-29),Optimal officers: 5; Good filing history: 31,Region: Wales,No website detected
OZA Systems,07784725,ltd,active,71111,Professional Services,2024-05-30,1.7,WN1 8VW,Wigan,micro-entity,3,2,2,0,5,364,1,False,0,2,True,True,74.4,Warm,,52.73,73.5,95.5,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 1.7 years,Optimal officers: 3; Limited history: 5 filings,Region: Wigan,Has website with HTTPS
Roberts & Brown Enterprises,11288843,ltd,active,42990,Construction,2014-02-01,12.0,E14 5AV,London,total-exemption-full,1,1,1,1,29,183,9,False,0,4,True,True,74.37,Warm,,36.49,100.0,95.0,46.74,100.0,Construction: lift ratio 0.64x,Optimal age: 12.0 years (target: 7-29),Small team: 1 officers; Good filing history: 29,Region: London,Has website with HTTPS
BCK Holdings,11223255,ltd,active,47910,Wholesale & Retail,2023-02-11,3.0,BN1 8LK,Brighton,micro-entity,1,1,1,0,9,380,2,False,0,1,True,False,74.36,Warm,,61.43,80.0,92.5,50.0,78.74,Wholesale & Retail: lift ratio 1.08x,Young company: 3.0 years,Small team: 1 officers; Limited history: 9 filings,Region: Brighton,Has website
CHD Creative,NI779172,ltd,active,66120,Finance,2023-07-03,2.6,AB1 9RP,Aberdeen,small,2,1,1,0,4,88,1,False,0,4,True,True,74.35,Warm,,50.0,78.0,95.0,50.0,100.0,Unknown industry,Young company: 2.6 years,Optimal officers: 2; Limited history: 4 filings,Region: Aberdeen,Has website with HTTPS
YLF Capital,02490982,llp,active,69102,Professional Services,2022-01-31,4.0,N4 6DK,London,total-exemption-small,3,1,1,0,14,180,4,False,0,3,True,False,74.31,Warm,,52.73,85.0,100.0,46.74,78.74,Professional Services: lift ratio 0.92x,Young company: 4.0 years,Optimal officers: 3; Good filing history: 14,Region: London,Has website
Smith & Johnson Capital,SC470498,ltd,active,70229,Professional Services,2001-07-18,24.5,S1 2RF,Sheffield,total-exemption-full,1,1,1,1,77,286,24,True,4,1,True,False,74.3,Warm,,52.73,100.0,90.0,41.67,78.74,Professional Services: lift ratio 0.92x,Optimal age: 24.5 years (target: 7-29),Small team: 1 officers; Good filing history: 77; Has credit charges (established),Region: Sheffield,Has website
Swift UK,03608513,ltd,active,63110,Information & Communication,2022-09-17,3.4,SE1 4HE,London,small,5,3,3,1,16,120,3,False,0,3,True,False,74.14,Warm,,54.17,82.0,100.0,46.74,78.74,Information & Communication: lift ratio 0.95x,Young company: 3.4 years,Optimal officers: 5; Good filing history: 16,Region: London,Has website
BXE Technologies,07325627,ltd,active,66120,Finance,1989-11-20,36.2,PE1 7FP,Peterborough,small,2,1,1,0,96,400,32,False,0,2,True,False,74.12,Warm,,50.0,92.8,95.0,50.0,78.74,Unknown industry,Established: 36.2 years,Optimal officers: 2; Extensive history: 96 filings,Region: Peterborough,Has website
Rapid Solutions,09200480,ltd,active,68100,Real Estate,2023-07-24,2.5,DE1 9FC,Derby,total-exemption-small,2,1,1,1,7,314,2,False,0,4,False,False,74.1,Warm,,78.26,77.5,96.5,50.0,40.0,Real Estate: lift ratio 1.37x,Young company: 2.5 years,Optimal officers: 2; Limited history: 7 filings,Region: Derby,No website detected
AQY Logistics,12234729,ltd,active,96090,Other Services,2021-07-15,4.6,CV1 4RF,Coventry,small,2,1,1,1,10,375,3,False,0,4,True,True,74.1,Warm,,40.0,88.0,98.0,50.0,100.0,Other Services: lift ratio 0.70x,Young company: 4.6 years,Optimal officers: 2; Limited history: 10 filings,Region: Coventry,Has website with HTTPS
Wilson & Davies Trading,14743381,ltd,active,43220,Construction,2025-03-14,0.9,PH1 6UM,Perth,total-exemption-full,5,2,2,0,1,22,0,False,0,3,True,False,74.09,Warm,,66.67,69.5,93.5,50.0,78.74,SIC 43220: high-value indicator,Young company: 0.9 years,Optimal officers: 5; Limited history: 1 filings,Region: Perth,Has website
Nova PLC,05114686,ltd,active,56101,Accommodation & Food,2015-02-28,10.9,EC1A 7XJ,London,small,2,1,1,0,21,381,7,False,0,4,False,False,74.08,Warm,,61.36,100.0,100.0,46.74,40.0,Accommodation & Food: lift ratio 1.07x,Optimal age: 10.9 years (target: 7-29),Optimal officers: 2; Good filing history: 21,Region: London,No website detected
TUC Partners,14823913,private-limited-guarant-nsc,active,70229,Professional Services,2024-06-08,1.7,EC2 7BN,London,micro-entity,3,1,1,0,5,218,1,False,0,4,True,True,74.07,Warm,,52.73,73.5,95.5,46.74,100.0,Professional Services: lift ratio 0.92x,Young company: 1.7 years,Optimal officers: 3; Limited history: 5 filings,Region: London,Has website with HTTPS
Smith & Davies Associates,02189067,ltd,active,73120,Professional Services,2022-04-07,3.8,E14 7GT,London,micro-entity,1,1,1,1,5,16,1,True,10,2,True,True,74.04,Warm,,52.73,84.0,87.0,46.74,100.0,Professional Services: lift ratio 0.92x,Young company: 3.8 years,Small team: 1 officers; Limited history: 5 filings; Has credit charges (established),Region: London,Has website with HTTPS
Titan LLP,09031276,ltd,active,43999,Construction,2015-03-05,10.9,EC1A 6MG,London,total-exemption-full,6,3,1,0,24,346,8,True,3,1,True,True,73.95,Warm,,36.49,100.0,93.33,46.74,100.0,Construction: lift ratio 0.64x,Optimal age: 10.9 years (target: 7-29),Optimal officers: 6; Good filing history: 24; Has credit charges (established),Region: London,Has website with HTTPS
Silver Limited,03012881,ltd,active,42210,Construction,2019-07-12,6.6,IP1 4TL,Ipswich,total-exemption-full,6,2,2,0,23,54,6,True,2,2,True,True,73.88,Warm,,36.49,98.0,93.33,50.0,100.0,Construction: lift ratio 0.64x,Young company: 6.6 years,Optimal officers: 6; Good filing history: 23; Has credit charges (established),Region: Ipswich,Has website with HTTPS
Eco Solutions,SC955697,ltd,active,63110,Information & Communication,2024-06-26,1.6,BT9 8JH,Belfast,total-exemption-full,1,1,1,0,8,353,1,False,0,4,True,True,73.85,Warm,,54.17,73.0,92.0,50.0,100.0,Information & Communication: lift ratio 0.95x,Young company: 1.6 years,Small team: 1 officers; Limited history: 8 filings,Region: Belfast,Has website with HTTPS
North Limited,04577178,ltd,active,74100,Professional Services,1997-04-17,28.8,WS1 5JU,West Midlands,small,7,2,2,0,70,167,23,True,8,3,True,False,73.85,Warm,,52.73,100.0,93.33,28.85,78.74,Professional Services: lift ratio 0.92x,Optimal age: 28.8 years (target: 7-29),Optimal officers: 7; Good filing history: 70; Has credit charges (established),Region: West Midlands,Has website
MUO Industries,05137722,ltd,active,80200,Administrative Services,2020-04-11,5.8,SE1 2WX,London,total-exemption-full,3,2,1,1,14,391,4,True,10,3,False,False,73.7,Warm,,69.64,94.0,93.33,46.74,40.0,Administrative Services: lift ratio 1.22x,Young company: 5.8 years,Optimal officers: 3; Good filing history: 14; Has credit charges (established),Region: London,No website detected
North International,15495669,ltd,active,63110,Information & Communication,2023-08-23,2.5,DY1 5HK,West Midlands,micro-entity,3,1,1,0,6,260,2,False,0,4,True,True,73.63,Warm,,54.17,77.5,96.0,28.85,100.0,Information & Communication: lift ratio 0.95x,Young company: 2.5 years,Optimal officers: 3; Limited history: 6 filings,Region: West Midlands,Has website with HTTPS
Wilson & Walker Holdings,FC711033,ltd,active,62012,Information & Communication,2025-08-22,0.5,SS1 6SX,Southend,micro-entity,2,1,1,0,5,14,0,False,0,4,True,True,73.62,Warm,,54.17,67.5,95.5,50.0,100.0,Information & Communication: lift ratio 0.95x,Young company: 0.5 years,Optimal officers: 2; Limited history: 5 filings,Region: Southend,Has website with HTTPS
Speedy PLC,01550972,ltd,active,43320,Construction,2021-08-10,4.5,M1 3TS,Manchester,total-exemption-full,3,1,1,0,16,214,4,False,0,1,True,True,73.45,Warm,,36.49,87.5,100.0,50.0,100.0,Construction: lift ratio 0.64x,Young company: 4.5 years,Optimal officers: 3; Good filing history: 16,Region: Manchester,Has website with HTTPS
Tech & Co,08227688,ltd,active,85310,Education,1998-03-22,27.9,RG1 2KK,Reading,total-exemption-full,9,6,1,0,109,261,27,True,8,2,True,True,73.42,Warm,,37.5,100.0,88.67,50.0,100.0,Education: lift ratio 0.66x,Optimal age: 27.9 years (target: 7-29),Large org: 9 officers; Extensive history: 109 filings; Has credit charges (established),Region: Reading,Has website with HTTPS
UTK Print,10355934,ltd,active,43220,Construction,2020-12-31,5.1,W1 3YK,London,total-exemption-full,3,1,1,1,11,16,3,False,0,3,False,False,73.4,Warm,,66.67,90.5,98.5,46.74,40.0,SIC 43220: high-value indicator,Young company: 5.1 years,Optimal officers: 3; Limited history: 11 filings,Region: London,No website detected
Dynamic Group,07883025,ltd,active,94990,Other Services,2022-09-26,3.4,MK1 7JW,Milton Keynes,full,4,1,1,1,13,173,3,False,0,1,True,True,73.28,Warm,,40.0,82.0,99.5,50.0,100.0,Other Services: lift ratio 0.70x,Young company: 3.4 years,Optimal officers: 4; Limited history: 13 filings,Region: Milton Keynes,Has website with HTTPS
Thompson & Williams Resources,10365848,ltd,active,46900,Wholesale & Retail,2017-10-25,8.3,BA1 7YL,Bath,total-exemption-full,1,1,1,0,33,102,8,False,0,3,False,False,73.18,Warm,,61.43,100.0,95.0,50.0,40.0,Wholesale & Retail: lift ratio 1.08x,Optimal age: 8.3 years (target: 7-29),Small team: 1 officers; Good filing history: 33,Region: Bath,No website detected
Brown & Wilson Consulting,13338688,ltd,active,56102,Accommodation & Food,2014-08-27,11.4,BD1 8FT,Bradford,total-exemption-full,1,1,1,0,31,133,10,False,0,1,False,False,73.16,Warm,,61.36,100.0,95.0,50.0,40.0,Accommodation & Food: lift ratio 1.07x,Optimal age: 11.4 years (target: 7-29),Small team: 1 officers; Good filing history: 31,Region: Bradford,No website detected
BGD Services,09614751,ltd,active,43210,Construction,2021-03-30,4.8,ME1 3RW,Kent,total-exemption-full,2,1,1,1,8,313,2,False,0,1,True,True,73.14,Warm,,36.49,89.0,97.0,51.47,100.0,Construction: lift ratio 0.64x,Young company: 4.8 years,Optimal officers: 2; Limited history: 8 filings,Region: Kent,Has website with HTTPS
Wright & Thomas Print,11376221,llp,active,62020,Information & Communication,2025-08-22,0.5,EX1 6KD,Exeter,medium,8,5,3,0,3,366,0,False,0,1,True,True,73.12,Warm,,54.17,67.5,93.5,50.0,100.0,Information & Communication: lift ratio 0.95x,Young company: 0.5 years,Large org: 8 officers; Limited history: 3 filings,Region: Exeter,Has website with HTTPS
LOB Communications,SC469685,ltd,active,70229,Professional Services,2025-02-27,0.9,IV1 7RN,Inverness,total-exemption-full,4,1,1,0,1,324,0,False,0,4,True,True,73.1,Warm,,52.73,69.5,93.5,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 0.9 years,Optimal officers: 4; Limited history: 1 filings,Region: Inverness,Has website with HTTPS
VRK Solutions,05382463,ltd,active,18121,Manufacturing,1988-12-02,37.2,PL1 7YH,Plymouth,total-exemption-full,8,3,1,1,126,101,37,False,0,3,False,False,73.06,Warm,,67.33,91.8,94.0,50.0,40.0,Manufacturing: lift ratio 1.18x,Established: 37.2 years,Large org: 8 officers; Extensive history: 126 filings,Region: Plymouth,No website detected
NSF Marketing,14328753,ltd,active,69102,Professional Services,2024-07-15,1.6,SE1 6AX,London,total-exemption-small,1,1,1,1,7,259,1,False,0,3,True,True,72.97,Warm,,52.73,73.0,91.5,46.74,100.0,Professional Services: lift ratio 0.92x,Young company: 1.6 years,Small team: 1 officers; Limited history: 7 filings,Region: London,Has website with HTTPS
MWG Systems,14934679,ltd,active,56302,Accommodation & Food,2020-07-09,5.6,DL1 1WE,Darlington,full,5,3,3,0,18,331,5,True,1,2,False,False,72.93,Warm,,66.67,93.0,93.33,50.0,40.0,SIC 56302: high-value indicator,Young company: 5.6 years,Optimal officers: 5; Good filing history: 18; Has credit charges (established),Region: Darlington,No website detected
Davies & Jones Trading,08551295,ltd,active,25990,Manufacturing,1990-10-31,35.3,S1 2CF,Sheffield,total-exemption-full,2,1,1,1,134,144,35,False,0,1,False,False,72.86,Warm,,67.33,93.7,95.0,41.67,40.0,Manufacturing: lift ratio 1.18x,Established: 35.3 years,Optimal officers: 2; Extensive history: 134 filings,Region: Sheffield,No website detected
Sterling Engineering,08226291,ltd,active,41202,Construction,2013-01-30,13.0,TA1 5YS,Taunton,total-exemption-full,7,3,2,0,41,194,13,False,0,2,True,False,72.76,Warm,,36.49,100.0,100.0,50.0,78.74,Construction: lift ratio 0.64x,Optimal age: 13.0 years (target: 7-29),Optimal officers: 7; Good filing history: 41,Region: Taunton,Has website
Cloud Ltd,04630984,ltd,active,41202,Construction,2017-01-26,9.0,SK1 9NG,Stockport,total-exemption-full,3,2,1,0,34,102,9,False,0,3,True,False,72.76,Warm,,36.49,100.0,100.0,50.0,78.74,Construction: lift ratio 0.64x,Optimal age: 9.0 years (target: 7-29),Optimal officers: 3; Good filing history: 34,Region: Stockport,Has website
VSU Construction,FC438908,ltd,active,43320,Construction,2017-12-05,8.2,FY1 6HL,Blackpool,total-exemption-small,2,1,1,1,18,331,6,False,0,3,True,False,72.76,Warm,,36.49,100.0,100.0,50.0,78.74,Construction: lift ratio 0.64x,Optimal age: 8.2 years (target: 7-29),Optimal officers: 2; Good filing history: 18,Region: Blackpool,Has website
Thomas & Taylor Design,14253969,ltd,active,55900,Accommodation & Food,2004-10-15,21.3,NP1 9DP,Newport,total-exemption-full,5,2,1,0,77,346,21,True,3,2,False,False,72.74,Warm,,61.36,100.0,93.33,50.0,40.0,Accommodation & Food: lift ratio 1.07x,Optimal age: 21.3 years (target: 7-29),Optimal officers: 5; Good filing history: 77; Has credit charges (established),Region: Newport,No website detected
WLC Technologies,05082173,ltd,active,56210,Accommodation & Food,2019-04-28,6.8,W1 9HT,London,micro-entity,1,1,1,0,26,233,6,False,0,4,False,False,72.63,Warm,,61.36,99.0,95.0,46.74,40.0,Accommodation & Food: lift ratio 1.07x,Young company: 6.8 years,Small team: 1 officers; Good filing history: 26,Region: London,No website detected
City Design,01442329,ltd,active,47110,Wholesale & Retail,1950-11-17,75.2,ME1 5JW,Kent,full,14,5,1,1,186,213,62,False,0,1,True,True,72.58,Warm,,61.43,60.0,88.0,51.47,100.0,Wholesale & Retail: lift ratio 1.08x,Established: 75.2 years,Large org: 14 officers; Extensive history: 186 filings,Region: Kent,Has website with HTTPS
BMY Innovations,08209482,plc,active,77110,Administrative Services,2020-11-19,5.2,W1 2US,London,small,14,9,4,1,10,369,3,False,0,4,False,False,72.52,Warm,,69.64,91.0,91.0,46.74,40.0,Administrative Services: lift ratio 1.22x,Young company: 5.2 years,Large org: 14 officers; Limited history: 10 filings,Region: London,No website detected
Cloud Limited,SC500209,private-limited-guarant-nsc,active,45200,Wholesale & Retail,1988-08-31,37.4,SE1 9FY,London,medium,6,2,2,0,80,281,26,False,0,3,False,False,72.42,Warm,,61.43,91.6,100.0,46.74,40.0,Wholesale & Retail: lift ratio 1.08x,Established: 37.4 years,Optimal officers: 6; Good filing history: 80,Region: London,No website detected
Apex Holdings,03517643,ltd,active,62012,Information & Communication,2012-05-19,13.7,CT1 9RD,Kent,medium,4,1,1,0,40,312,13,False,0,1,False,False,72.4,Warm,,54.17,100.0,100.0,51.47,40.0,Information & Communication: lift ratio 0.95x,Optimal age: 13.7 years (target: 7-29),Optimal officers: 4; Good filing history: 40,Region: Kent,No website detected
Direct Management,13565083,ltd,active,73110,Professional Services,2010-11-19,15.2,B1 2EU,Birmingham,small,6,2,2,1,36,299,12,False,0,1,False,False,72.38,Warm,,52.73,100.0,100.0,55.56,40.0,Professional Services: lift ratio 0.92x,Optimal age: 15.2 years (target: 7-29),Optimal officers: 6; Good filing history: 36,Region: Birmingham,No website detected
