company,recency_days,first_order_days_ago,tenure_days,frequency,monetary_total,monetary_mean,monetary_median,monetary_std,monetary_max,monetary_min,avg_days_between_orders,std_days_between_orders,min_days_between_orders,max_days_between_orders,orders_per_year,avg_quantity,median_quantity,max_quantity,min_quantity,std_quantity,avg_unit_price,median_unit_price,max_unit_price,avg_margin,median_margin,ptype_binder_pct,ptype_box_pct,ptype_slip_case_pct,ptype_folder_pct,ptype_presentation_pack_pct,ptype_menu_cover_pct,ptype_ring_binder_pct,ptype_lever_arch_pct,ptype_portfolio_pct,product_type_diversity,has_product_type_pct,avg_num_operations,max_num_operations,op_cutting_pct,op_creasing_pct,op_assembly_pct,op_wrapping_pct,op_liner_gluing_pct,op_laminating_pct,op_foil_blocking_pct,op_screen_printing_pct,op_drilling_pct,op_embossing_pct,op_debossing_pct,op_uv_varnishing_pct,op_die_cutting_pct,op_hand_finishing_pct,op_packing_pct,op_collating_pct,unique_operations_used,avg_cost_items,peak_month,months_active,revenue_trend_slope,revenue_trend_pct,recent_12m_revenue,historical_revenue,recent_share_pct,era_2017_box_pct,era_2020_pob_master_pct,era_2024_quotation_pct
PrimePack 068,829.0,1437.0,608,4,4043.791666666667,1010.9479166666667,566.2166666666667,1176.7263774662183,2743.7166666666667,167.64166666666668,202.66666666666666,340.6894969518922,0.0,596.0,2.4029605263157894,63.75,35.0,167.0,18.0,70.3722246344394,16.52985878243513,16.52985878243513,23.00121756487026,26.25,22.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.0,7.5,9,100.0,100.0,100.0,50.0,50.0,100.0,50.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,30.0,3.0,3,-2611.9250000016814,-129.18197648667268,0.0,4043.791666666667,0.0,0.0,100.0,0.0
Hughes & Jackson 070,1395.0,1395.0,0,1,162.19944242424242,162.19944242424242,162.19944242424242,0.0,162.19944242424242,162.19944242424242,,,,,1.0,2.0,2.0,2.0,2.0,0.0,,,,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21.0,3.0,1,0.0,0.0,0.0,162.19944242424242,0.0,0.0,100.0,0.0
Vector Services 080,303.0,645.0,342,2,4315.752015436667,2157.8760077183333,2157.8760077183333,1363.80720885858,3122.2333333333336,1193.5186821033335,342.0,,342.0,342.0,2.1359649122807016,527.5,527.5,755.0,300.0,321.7335854398791,1.8969833357933779,1.8969833357933779,1.8969833357933779,25.0,25.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,7.0,8,100.0,50.0,100.0,100.0,100.0,50.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,30.0,4.0,2,1928.7146512305123,89.38023520961575,3122.2333333333336,1193.5186821033335,72.34505880239801,0.0,100.0,0.0
Hall & Davies 088,981.0,981.0,0,1,1730.125,1730.125,1730.125,0.0,1730.125,1730.125,,,,,1.0,2000.0,2000.0,2000.0,2000.0,0.0,,,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16.0,5.0,1,0.0,0.0,0.0,1730.125,0.0,0.0,100.0,0.0
Sigma Holdings 090,892.0,892.0,0,1,1903.9218666666666,1903.9218666666666,1903.9218666666666,0.0,1903.9218666666666,1903.9218666666666,,,,,1.0,400.0,400.0,400.0,400.0,0.0,,,,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14.0,8.0,1,0.0,0.0,0.0,1903.9218666666666,0.0,0.0,100.0,0.0
Morgan & Davies 091,700.0,700.0,0,1,2439.616666666667,2439.616666666667,2439.616666666667,0.0,2439.616666666667,2439.616666666667,,,,,1.0,1000.0,1000.0,1000.0,1000.0,0.0,,,,25.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,19.0,2.0,1,0.0,0.0,0.0,2439.616666666667,0.0,0.0,100.0,0.0
Wood & Allen 094,2543.0,2555.0,12,7,87703.26023809524,12529.03717687075,14514.038095238098,7267.53774759112,21065.133333333335,204.44833333333332,2.0,4.898979485566356,0.0,12.0,213.0625,7150.0,10000.0,10000.0,50.0,3918.86463149724,2.2645526071428574,1.8993327500000003,4.90676,7.142857142857143,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,32.0,1.0,2,0.0,0.0,0.0,87703.26023809524,0.0,0.0,100.0,0.0
Coastal Marketing 097,1556.0,1556.0,0,1,1549.6568,1549.6568,1549.6568,0.0,1549.6568,1549.6568,,,,,1.0,500.0,500.0,500.0,500.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,17.0,10.0,1,0.0,0.0,0.0,1549.6568,0.0,0.0,100.0,0.0
FURH 104,1912.0,1926.0,14,5,35792.83255555556,7158.566511111111,9340.5,5480.931763956587,13205.666666666666,1337.8333333333335,3.5,7.0,0.0,14.0,130.44642857142858,3228.0,2000.0,12000.0,40.0,4997.79151225819,,,,12.2,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.4,7,100.0,20.0,100.0,80.0,80.0,40.0,60.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,22.2,10.0,1,0.0,0.0,0.0,35792.83255555556,0.0,0.0,100.0,0.0
Liverpool International 107,184.0,213.0,29,3,4346.700370346178,1448.900123448726,1312.2944444444443,752.1956495750833,2260.0370370128444,774.3688888888888,14.5,20.506096654409877,0.0,29.0,37.78448275862069,133.33333333333334,150.0,150.0,100.0,28.867513459481287,16.874943209695907,16.874943209695907,16.874943209695907,14.0,12.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.666666666666667,7,100.0,0.0,100.0,100.0,100.0,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,24.333333333333332,7.0,2,0.0,0.0,4346.700370346178,0.0,100.0,0.0,100.0,0.0
Bradford Enterprises 109,438.0,589.0,151,7,14276.221276190474,2039.4601823129249,1969.4487999999997,1093.4142346584824,3427.756533333333,177.02413333333334,25.166666666666668,25.047288609082354,0.0,55.0,16.93211920529801,547.8571428571429,400.0,1000.0,35.0,351.23421842194733,,,,16.666666666666668,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28.57142857142857,5.142857142857143,6,100.0,0.0,71.42857142857143,100.0,100.0,0.0,57.14285714285714,42.857142857142854,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,14.428571428571429,11.0,4,0.0,0.0,0.0,14276.221276190474,0.0,0.0,100.0,0.0
EA 112,1786.0,1786.0,0,2,29063.498461538464,14531.749230769232,14531.749230769232,1091.9360486399983,15303.864615384618,13759.633846153845,0.0,,0.0,0.0,2.0,153900.0,153900.0,153900.0,153900.0,0.0,,,,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16.0,3.0,1,0.0,0.0,0.0,29063.498461538464,0.0,0.0,100.0,0.0
EasternGrou 117,1823.0,2597.0,774,42,73105.84466426454,1740.6153491491557,979.3270533333334,2014.8538851680798,8474.411124444445,97.9251851851852,18.878048780487806,32.92961821973587,0.0,167.0,19.819767441860467,1658.7560975609756,600.0,5000.0,6.0,1935.174717958146,20.706412709523807,4.842585238095238,60.3199,23.763157894736842,20.0,55.55555555555556,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,42.857142857142854,6.238095238095238,21,97.61904761904762,28.57142857142857,97.61904761904762,26.190476190476193,28.57142857142857,57.14285714285714,64.28571428571429,97.61904761904762,76.19047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,24.047619047619047,3.0,11,1895.488222262319,10.37119935330625,0.0,73105.84466426454,0.0,2.380952380952381,97.61904761904762,0.0
UrbanGrou 119,2143.0,2143.0,0,1,836.8666666666667,836.8666666666667,836.8666666666667,0.0,836.8666666666667,836.8666666666667,,,,,1.0,200.0,200.0,200.0,200.0,0.0,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15.0,3.0,1,0.0,0.0,0.0,836.8666666666667,0.0,0.0,100.0,0.0
Continental Creative 121,1935.0,2648.0,713,13,5954.18192974359,458.0139945956608,374.93786666666665,297.1461928929477,1223.716,150.78133333333335,59.416666666666664,60.533173975227434,0.0,219.0,6.659537166900421,139.23076923076923,70.0,500.0,1.0,173.4959912342616,1.5436295466666665,1.5436295466666665,1.5436295466666665,24.23076923076923,20.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,61.53846153846154,4.923076923076923,5,100.0,0.0,100.0,0.0,0.0,92.3076923076923,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,23.846153846153847,10.0,7,-25.938453333214675,-1.3069026260505119,0.0,5954.18192974359,0.0,0.0,100.0,0.0
Metro Creative 123,1274.0,1274.0,0,1,2281.916666666667,2281.916666666667,2281.916666666667,0.0,2281.916666666667,2281.916666666667,,,,,1.0,1200.0,1200.0,1200.0,1200.0,0.0,1.9206131944444447,1.9206131944444447,1.9206131944444447,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,34.0,7.0,1,0.0,0.0,0.0,2281.916666666667,0.0,0.0,100.0,0.0
Coastal Services 125,2251.0,2251.0,0,1,702.7451611111112,702.7451611111112,702.7451611111112,0.0,702.7451611111112,702.7451611111112,,,,,1.0,200.0,200.0,200.0,200.0,0.0,,,,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,24.0,11.0,1,0.0,0.0,0.0,702.7451611111112,0.0,0.0,100.0,0.0
Leicester Creative 127,1641.0,1641.0,0,1,2831.5,2831.5,2831.5,0.0,2831.5,2831.5,,,,,1.0,600.0,600.0,600.0,600.0,0.0,,,,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.0,7,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,21.0,7.0,1,0.0,0.0,0.0,2831.5,0.0,0.0,100.0,0.0
Norwich Industries 129,2201.0,2201.0,0,1,1463.999,1463.999,1463.999,0.0,1463.999,1463.999,,,,,1.0,5000.0,5000.0,5000.0,5000.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,23.0,1.0,1,0.0,0.0,0.0,1463.999,0.0,0.0,100.0,0.0
Atlantic Marketing 133,282.0,822.0,540,2,3841.902685714286,1920.951342857143,1920.951342857143,1547.7761473129979,3015.3943523809526,826.5083333333333,540.0,,540.0,540.0,1.3527777777777779,500.0,500.0,500.0,500.0,0.0,1.98362,1.98362,1.98362,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.5,8,100.0,100.0,100.0,100.0,50.0,50.0,100.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,31.5,10.0,2,1094.4430095237383,56.974009966119674,3015.3943523809526,826.5083333333333,78.4870049830617,0.0,100.0,0.0
QuantumIndu 137,2235.0,2555.0,320,13,28374.923191688315,2182.6863993606394,1706.4716666666666,1940.9235235077444,6355.046666666667,117.66333333333333,26.666666666666668,44.044055079871875,0.0,153.0,14.838281250000001,580.0,500.0,2000.0,3.0,628.3540668550919,11.987653828932178,8.059608,54.909555555555556,21.416666666666668,20.0,58.333333333333336,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,92.3076923076923,7.153846153846154,8,100.0,76.92307692307693,100.0,76.92307692307693,76.92307692307693,92.3076923076923,76.92307692307693,92.3076923076923,23.076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,30.53846153846154,5.0,7,0.0,0.0,0.0,28374.923191688315,0.0,0.0,100.0,0.0
XKBZ 139,849.0,849.0,0,2,5967.286666666666,2983.643333333333,2983.643333333333,3359.9215798024543,5359.466666666666,607.8199999999999,0.0,,0.0,0.0,2.0,500.0,500.0,500.0,500.0,0.0,12.86272,12.86272,12.86272,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0,6.5,7,100.0,100.0,100.0,50.0,50.0,0.0,100.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,22.5,9.0,1,0.0,0.0,0.0,5967.286666666666,0.0,0.0,100.0,0.0
Edinburgh Display 141,1148.0,1148.0,0,1,2838.166666666667,2838.166666666667,2838.166666666667,0.0,2838.166666666667,2838.166666666667,,,,,1.0,1000.0,1000.0,1000.0,1000.0,0.0,3.1219833333333336,3.1219833333333336,3.1219833333333336,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,33.0,12.0,1,0.0,0.0,0.0,2838.166666666667,0.0,0.0,100.0,0.0
Cardiff Holdings 151,2515.0,2515.0,0,1,4570.312666666667,4570.312666666667,4570.312666666667,0.0,4570.312666666667,4570.312666666667,,,,,1.0,10000.0,10000.0,10000.0,10000.0,0.0,,,,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,19.0,3.0,1,0.0,0.0,0.0,4570.312666666667,0.0,0.0,100.0,0.0
Chester Print 152,214.0,214.0,0,1,1408.63,1408.63,1408.63,0.0,1408.63,1408.63,,,,,1.0,300.0,300.0,300.0,300.0,0.0,,,,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21.0,6.0,1,0.0,0.0,1408.63,0.0,100.0,0.0,100.0,0.0
WesternMark 154,169.0,730.0,561,13,17050.54778974074,1311.5805992108262,871.95,1147.2320644535457,4039.0333333333333,219.17520000000002,46.75,74.2625869343495,0.0,247.0,8.463903743315509,242.46153846153845,120.0,1000.0,10.0,283.5917298349323,75.7743104861111,85.93875,103.16172444444445,20.76923076923077,20.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,46.15384615384615,6.153846153846154,8,100.0,69.23076923076923,92.3076923076923,38.46153846153847,38.46153846153847,53.84615384615385,61.53846153846154,76.92307692307693,84.61538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,19.46153846153846,1.0,6,3558.4131639639086,41.73957585227841,10304.480476851852,6746.067312888889,60.43489396306683,0.0,100.0,0.0
YRXC 159,618.0,721.0,103,6,30730.872045887445,5121.812007647907,1722.6914666666667,8290.453525378105,22002.866666666665,1023.630303030303,20.6,33.373642294481435,0.0,78.0,21.276699029126213,234.83333333333334,237.5,500.0,34.0,182.154238673347,38.013539614512474,38.602070000000005,57.20745333333333,23.0,20.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,83.33333333333334,6.0,7,100.0,50.0,100.0,50.0,50.0,50.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,29.166666666666668,2.0,2,0.0,0.0,0.0,30730.872045887445,0.0,0.0,100.0,0.0
Agile Graphics 160,724.0,732.0,8,2,5142.080952380953,2571.0404761904765,2571.0404761904765,13.680832628385401,2580.714285714286,2561.366666666667,8.0,,8.0,8.0,91.3125,190.0,190.0,240.0,140.0,70.71067811865476,,,,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0,5.5,6,100.0,0.0,100.0,100.0,100.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,19.5,1.0,1,0.0,0.0,0.0,5142.080952380953,0.0,0.0,100.0,0.0
Manchester Communications 162,1337.0,1337.0,0,1,900.6,900.6,900.6,0.0,900.6,900.6,,,,,1.0,120.0,120.0,120.0,120.0,0.0,,,,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,26.0,5.0,1,0.0,0.0,0.0,900.6,0.0,0.0,100.0,0.0
OQ 164,1078.0,1078.0,0,1,486.89151999999996,486.89151999999996,486.89151999999996,0.0,486.89151999999996,486.89151999999996,,,,,1.0,52.0,52.0,52.0,52.0,0.0,,,,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,20.0,2.0,1,0.0,0.0,0.0,486.89151999999996,0.0,0.0,100.0,0.0
Johnson & Jones 169,2213.0,2417.0,204,3,414.00166666666667,138.00055555555556,117.68016666666665,90.61842279034246,237.054,59.2675,102.0,120.20815280171308,17.0,187.0,5.371323529411765,15.333333333333334,15.0,30.0,1.0,14.502873278538061,,,,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,24.333333333333332,6.0,3,60.1063333333279,29.036759111273096,0.0,414.00166666666667,0.0,0.0,100.0,0.0
Oxford International 172,2174.0,2235.0,61,2,323.0568333333333,161.52841666666666,161.52841666666666,28.673297828244714,181.80349999999999,141.2533333333333,61.0,,61.0,61.0,11.975409836065575,42.5,42.5,50.0,35.0,10.606601717798213,,,,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,22.5,12.0,2,40.55016666666301,25.104045160266235,0.0,323.0568333333333,0.0,0.0,100.0,0.0
EW 175,500.0,500.0,0,1,3150.8333333333335,3150.8333333333335,3150.8333333333335,0.0,3150.8333333333335,3150.8333333333335,,,,,1.0,200.0,200.0,200.0,200.0,0.0,,,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,24.0,9.0,1,0.0,0.0,0.0,3150.8333333333335,0.0,0.0,100.0,0.0
Atlas Design 177,1271.0,1271.0,0,1,1991.5666666666666,1991.5666666666666,1991.5666666666666,0.0,1991.5666666666666,1991.5666666666666,,,,,1.0,100.0,100.0,100.0,100.0,0.0,,,,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.0,7,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,24.0,8.0,1,0.0,0.0,0.0,1991.5666666666666,0.0,0.0,100.0,0.0
Meridian Systems 178,672.0,1411.0,739,6,26603.819285714286,4433.969880952381,4471.5179761904765,1117.5959894140994,5680.477083333333,3180.164583333333,147.8,197.25415078015467,0.0,469.0,2.9654939106901215,383.3333333333333,400.0,500.0,200.0,132.91601358251256,14.789703776289683,12.290349989583332,30.771326666666667,11.333333333333334,10.75,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.166666666666666,9,100.0,100.0,100.0,100.0,100.0,66.66666666666666,100.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,29.666666666666668,3.0,3,-9190.590357140218,-69.09226271940119,0.0,26603.819285714286,0.0,0.0,100.0,0.0
Pinnacle Services 179,618.0,1410.0,792,46,228866.16043884336,4975.351313887899,2574.114,6665.186573168626,36433.75555555555,552.3625,17.6,30.61817641977927,0.0,152.0,21.21401515151515,2403.6739130434785,500.0,50000.0,25.0,7825.540120668556,10.533360903896416,8.459348273798273,35.48562666666667,17.602564102564102,20.0,5.128205128205128,69.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,84.78260869565217,6.760869565217392,9,100.0,28.26086956521739,95.65217391304348,97.82608695652173,97.82608695652173,65.21739130434783,71.73913043478261,60.86956521739131,58.69565217391305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,21.934782608695652,2.0,12,-37036.254596686726,-48.54748451104033,0.0,228866.16043884336,0.0,0.0,100.0,0.0
Chester Print 180,467.0,467.0,0,1,5049.204675555556,5049.204675555556,5049.204675555556,0.0,5049.204675555556,5049.204675555556,,,,,1.0,500.0,500.0,500.0,500.0,0.0,11.613170753777778,11.613170753777778,11.613170753777778,15.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,39.0,10.0,1,0.0,0.0,0.0,5049.204675555556,0.0,0.0,100.0,0.0
Ultra Communications 181,2538.0,2538.0,0,1,239.344,239.344,239.344,0.0,239.344,239.344,,,,,1.0,160.0,160.0,160.0,160.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,24.0,2.0,1,0.0,0.0,0.0,239.344,0.0,0.0,100.0,0.0
NexusMark 184,1782.0,1782.0,0,1,182.05000000000004,182.05000000000004,182.05000000000004,0.0,182.05000000000004,182.05000000000004,,,,,1.0,50.0,50.0,50.0,50.0,0.0,9.770209493333335,9.770209493333335,9.770209493333335,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,4.0,4,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,22.0,3.0,1,0.0,0.0,0.0,182.05000000000004,0.0,0.0,100.0,0.0
Oxford Signs 188,158.0,158.0,0,1,27736.468888888885,27736.468888888885,27736.468888888885,0.0,27736.468888888885,27736.468888888885,,,,,1.0,70000.0,70000.0,70000.0,70000.0,0.0,,,,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,3,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,8.0,1,0.0,0.0,27736.468888888885,0.0,100.0,0.0,100.0,0.0
SouthernSolu 190,1894.0,1894.0,0,1,102.31,102.31,102.31,0.0,102.31,102.31,,,,,1.0,32.0,32.0,32.0,32.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,23.0,11.0,1,0.0,0.0,0.0,102.31,0.0,0.0,100.0,0.0
Sterling Enterprises 194,1696.0,1696.0,0,1,756.9555555555555,756.9555555555555,756.9555555555555,0.0,756.9555555555555,756.9555555555555,,,,,1.0,500.0,500.0,500.0,500.0,0.0,1.816693333333333,1.816693333333333,1.816693333333333,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,32.0,6.0,1,0.0,0.0,0.0,756.9555555555555,0.0,0.0,100.0,0.0
Gamma Communications 202,1444.0,1444.0,0,1,627.5266666666666,627.5266666666666,627.5266666666666,0.0,627.5266666666666,627.5266666666666,,,,,1.0,400.0,400.0,400.0,400.0,0.0,1.7256983333333331,1.7256983333333331,1.7256983333333331,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,33.0,2.0,1,0.0,0.0,0.0,627.5266666666666,0.0,0.0,100.0,0.0
Taylor & Green 214,837.0,837.0,0,2,2430.8306666666663,1215.4153333333331,1215.4153333333331,1282.0062788991668,2121.930666666666,308.9,0.0,,0.0,0.0,2.0,210.0,210.0,390.0,30.0,254.55844122715712,,,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,5.5,6,100.0,50.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,21.5,10.0,1,0.0,0.0,0.0,2430.8306666666663,0.0,0.0,100.0,0.0
VertexServ 220,533.0,539.0,6,7,184218.69546296296,26316.956494708993,19822.32037037037,15370.456517684312,46977.56888888889,8093.044166666667,1.0,2.449489742783178,0.0,6.0,426.125,26714.285714285714,20000.0,48000.0,9000.0,15755.573465859477,,,,9.928571428571429,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16.0,8.0,1,0.0,0.0,0.0,184218.69546296296,0.0,0.0,100.0,0.0
